team1,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush
49ers,21.428571428571427,3.7142857142857144,23.714285714285715,0.48180593915888037,0.3333333333333333,0.695467032967033,0.0,0.2857142857142857,0.8571428571428571,200.71428571428572,12.0,0.8095238095238095,112.57142857142857,8.428571428571429,29.285714285714285,0.1383219954648526,10.142857142857142,60.142857142857146,313.2857142857143,1.1428571428571428,6.5,5.228571428571429,3.914285714285714
Bears,22.714285714285715,6.0,46.0,0.46902639843816313,0.4404761904761905,0.5522830564183947,0.0,0.2857142857142857,0.42857142857142855,217.0,11.428571428571429,0.6309523809523808,172.57142857142858,9.714285714285714,33.0,0.12832722832722832,11.0,69.85714285714286,389.57142857142856,0.7142857142857143,5.871428571428572,5.585714285714286,5.114285714285714
Bengals,23.0,5.285714285714286,42.285714285714285,0.4851809009703746,0.4523809523809524,0.6077564799066647,0.2857142857142857,0.42857142857142855,0.8571428571428571,271.85714285714283,13.857142857142858,0.5452380952380952,112.0,7.0,22.571428571428573,0.1375850340136054,10.571428571428571,65.14285714285714,383.85714285714283,1.2857142857142858,6.328571428571428,5.928571428571429,4.914285714285714
Bills,21.0,6.142857142857143,54.142857142857146,0.49096320346320343,0.4785714285714286,0.7100592745459389,0.42857142857142855,0.8571428571428571,0.8571428571428571,224.71428571428572,11.285714285714286,0.5023809523809524,163.57142857142858,8.142857142857142,31.285714285714285,0.12248899559823927,10.142857142857142,63.142857142857146,388.2857142857143,1.7142857142857142,7.171428571428572,6.214285714285714,5.2
Broncos,20.142857142857142,8.142857142857142,74.0,0.45467032967032966,0.2619047619047619,0.6207000481721767,0.14285714285714285,0.14285714285714285,0.7142857142857143,231.57142857142858,12.285714285714286,0.4857142857142857,114.71428571428571,7.0,25.285714285714285,0.21343537414965982,11.142857142857142,64.71428571428571,346.2857142857143,0.8571428571428571,5.928571428571429,5.357142857142857,4.457142857142857
Browns,15.428571428571429,6.285714285714286,48.42857142857143,0.28780148423005564,0.047619047619047616,0.5754306209663352,0.2857142857142857,0.5714285714285714,0.7142857142857143,160.0,7.0,0.5,99.85714285714286,5.857142857142857,26.285714285714285,0.1464394119498714,12.285714285714286,57.285714285714285,259.85714285714283,1.2857142857142858,5.271428571428571,4.5285714285714285,3.8000000000000003
Buccaneers,17.142857142857142,4.571428571428571,32.714285714285715,0.35827407886231416,0.4836734693877551,0.573873595950008,0.14285714285714285,0.42857142857142855,0.7142857142857143,161.85714285714286,8.0,0.42857142857142855,120.14285714285714,7.428571428571429,28.0,0.12984436198721913,11.428571428571429,64.14285714285714,282.0,1.1428571428571428,4.557142857142857,4.4,4.185714285714286
Cardinals,22.142857142857142,6.857142857142857,51.42857142857143,0.4089809000523286,0.10476190476190476,0.665499415694662,0.14285714285714285,0.7142857142857143,0.5714285714285714,277.14285714285717,14.857142857142858,0.5976190476190476,82.71428571428571,5.571428571428571,21.0,0.15315033803405895,10.714285714285714,68.14285714285714,359.85714285714283,1.2857142857142858,5.857142857142857,5.3,3.8714285714285714
Chargers,19.857142857142858,5.857142857142857,44.142857142857146,0.48685911611608207,0.2976190476190476,0.6253433594320293,0.0,0.2857142857142857,1.0,194.57142857142858,10.142857142857142,0.55,130.0,8.142857142857142,31.0,0.1768028669973186,10.428571428571429,65.85714285714286,324.57142857142856,1.2857142857142858,5.5,4.8428571428571425,3.9714285714285715
Chiefs,22.571428571428573,7.0,60.42857142857143,0.38903061224489793,0.6428571428571429,0.613559995803328,0.0,0.14285714285714285,1.1428571428571428,254.0,12.857142857142858,0.6261904761904761,119.14285714285714,7.714285714285714,28.285714285714285,0.24087301587301585,10.142857142857142,68.28571428571429,373.14285714285717,1.2857142857142858,6.357142857142857,5.442857142857143,4.3
