team1,team2,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush,team2_1st_downs,team2_numberpenalties,team2_penaltyyards,team2_3rd_down_efficiency,team2_4th_down_efficiency,team2_comp/att,team2_defensive_/_special_teams_tds,team2_fumbles_lost,team2_interceptions_thrown,team2_passing,team2_passing_1st_downs,team2_red_zone_(made-att),team2_rushing,team2_rushing_1st_downs,team2_rushing_attempts,team2_sacks-yards_lost,team2_total_drives,team2_total_plays,team2_total_yards,team2_turnovers,team2_yards_per_pass,team2_yards_per_play,team2_yards_per_rush
Falcons,Buccaneers,18.916666666666668,5.416666666666667,44.583333333333336,0.2884615384615384,0.3055555555555555,0.6055606841475613,0.0,0.6666666666666666,0.5,199.5,9.916666666666666,0.5583333333333333,128.16666666666666,7.166666666666667,27.75,0.1330572885719944,11.083333333333334,60.333333333333336,327.6666666666667,1.1666666666666667,6.233333333333333,5.391666666666667,4.508333333333334,18.833333333333332,5.583333333333333,42.166666666666664,0.3738595962860668,0.3932539682539682,0.624841719654646,0.1666666666666666,0.3333333333333333,0.5,203.25,9.416666666666666,0.4611111111111111,116.33333333333331,7.083333333333333,28.0,0.1295279475426534,11.25,63.416666666666664,319.5833333333333,0.8333333333333334,5.966666666666666,5.083333333333333,4.066666666666666
Browns,Bears,16.083333333333332,6.666666666666667,53.083333333333336,0.289868206412324,0.3055555555555555,0.5654394795019795,0.1666666666666666,0.5,0.75,165.66666666666666,7.75,0.5138888888888888,99.5,6.166666666666667,25.083333333333332,0.1622267979515525,11.916666666666666,61.416666666666664,265.1666666666667,1.25,4.7749999999999995,4.333333333333333,4.0,21.25,6.916666666666667,54.083333333333336,0.448381241579771,0.5069444444444444,0.5782200856611021,0.0,0.25,0.5,218.66666666666663,11.0,0.5833333333333334,155.41666666666666,9.0,31.666666666666668,0.120726802731113,11.083333333333334,66.66666666666667,374.0833333333333,0.75,6.333333333333333,5.641666666666667,4.791666666666667
Ravens,Bengals,18.333333333333332,5.666666666666667,44.5,0.3601797576062281,0.5694444444444444,0.6467213807232493,0.0833333333333333,0.75,0.75,181.25,8.916666666666666,0.4694444444444445,135.0,7.583333333333333,28.416666666666668,0.178035687138948,10.833333333333334,59.0,316.25,1.5,6.1000000000000005,5.408333333333334,4.8,20.583333333333332,5.333333333333333,40.166666666666664,0.4202516294621557,0.4305555555555556,0.6195554774764186,0.1666666666666666,0.5,1.1666666666666667,239.91666666666663,12.25,0.6305555555555555,89.83333333333333,5.75,20.25,0.1510276638566111,10.75,61.333333333333336,329.75,1.6666666666666667,5.7,5.316666666666666,4.325
Chargers,Chiefs,19.833333333333332,6.75,50.333333333333336,0.4615059787563657,0.3402777777777777,0.6465467635539726,0.0,0.5,0.9166666666666666,208.16666666666663,10.583333333333334,0.4418650793650793,128.66666666666666,7.333333333333333,28.0,0.2523067434090173,10.5,65.08333333333333,336.8333333333333,1.4166666666666667,5.633333333333333,5.158333333333333,4.808333333333334,22.75,6.75,58.5,0.4065641534391535,0.5694444444444444,0.6297970654440554,0.0,0.0833333333333333,0.8333333333333334,248.08333333333337,13.0,0.6402777777777778,120.66666666666669,8.0,27.916666666666668,0.1914064297216471,9.916666666666666,66.41666666666667,368.75,0.9166666666666666,6.45,5.558333333333334,4.45
Bills,Patriots,21.416666666666668,6.833333333333333,57.666666666666664,0.451426467051467,0.3625,0.6937964988868379,0.25,0.6666666666666666,0.8333333333333334,212.33333333333337,11.166666666666666,0.5499999999999999,161.91666666666666,8.166666666666666,31.166666666666668,0.2102502232777168,10.25,61.833333333333336,374.25,1.5,6.991666666666667,6.091666666666666,5.191666666666666,20.75,6.083333333333333,49.75,0.436036186036186,0.5805555555555556,0.7301908103350598,0.5,0.5833333333333334,0.4166666666666667,247.5,12.0,0.4833333333333333,117.33333333333331,7.166666666666667,29.833333333333332,0.3596104477683424,10.166666666666666,61.333333333333336,364.8333333333333,1.0,8.041666666666666,5.983333333333333,3.908333333333333
Commanders,Giants,18.5,6.25,51.916666666666664,0.3760593981182216,0.5555555555555556,0.6271287200453867,0.0833333333333333,0.6666666666666666,0.8333333333333334,189.25,9.333333333333334,0.6972222222222223,129.5,6.916666666666667,27.666666666666668,0.2073641636141635,9.583333333333334,59.333333333333336,318.75,1.5,6.208333333333333,5.408333333333334,4.616666666666666,20.75,7.5,65.25,0.4114042207792208,0.3902777777777778,0.6265001687073807,0.0,0.5,0.6666666666666666,221.58333333333337,9.583333333333334,0.4958333333333333,127.58333333333331,8.666666666666666,30.5,0.3755747955747956,10.416666666666666,64.66666666666667,349.1666666666667,1.1666666666666667,6.308333333333334,5.366666666666667,4.2250000000000005
Raiders,Eagles,15.833333333333334,6.666666666666667,54.083333333333336,0.3360455720749838,0.2916666666666667,0.6733280431455871,0.0,0.25,1.0833333333333333,172.08333333333334,9.916666666666666,0.5347222222222222,74.08333333333333,4.083333333333333,21.083333333333332,0.1395999141008215,10.75,56.333333333333336,246.16666666666663,1.3333333333333333,4.983333333333333,4.366666666666666,3.283333333333333,17.0,7.333333333333333,59.0,0.3063514032264032,0.3722222222222222,0.6437287768458265,0.25,0.5833333333333334,0.5,203.5,9.833333333333334,0.5833333333333334,106.5,5.583333333333333,26.166666666666668,0.1435527198954308,11.0,58.333333333333336,310.0,1.0833333333333333,6.341666666666666,5.375,4.066666666666666
Jets,Jaguars,16.25,6.75,54.75,0.3291636604136604,0.4027777777777777,0.5837428552155747,0.3333333333333333,0.6666666666666666,0.6666666666666666,141.0,8.25,0.3833333333333333,123.91666666666669,6.75,26.166666666666668,0.1502644844328795,11.0,59.0,264.9166666666667,1.3333333333333333,4.158333333333333,4.3999999999999995,4.675,20.5,8.416666666666666,69.33333333333333,0.3679812086062086,0.4527777777777778,0.6035134254647737,0.25,0.3333333333333333,0.8333333333333334,208.5,10.833333333333334,0.5458333333333333,115.16666666666669,7.333333333333333,29.166666666666668,0.1262855180666713,11.25,64.75,323.6666666666667,1.1666666666666667,6.058333333333334,5.016666666666667,3.95
Cardinals,Texans,20.5,7.25,53.666666666666664,0.4174908424908425,0.3111111111111111,0.6631658572863566,0.1666666666666666,0.6666666666666666,0.6666666666666666,247.75,13.333333333333334,0.5777777777777778,92.66666666666669,5.583333333333333,22.25,0.1589144167632539,10.5,65.58333333333333,340.4166666666667,1.3333333333333333,5.766666666666667,5.216666666666667,4.108333333333333,19.0,6.916666666666667,57.75,0.365961224233283,0.5625,0.6237723247974337,0.1666666666666666,0.1666666666666666,0.5,222.0,11.416666666666666,0.4055555555555556,105.0,5.25,26.916666666666668,0.1175634268044135,11.5,65.08333333333333,327.0,0.6666666666666666,5.958333333333333,5.0249999999999995,3.9583333333333335
Packers,Broncos,20.583333333333332,6.5,48.416666666666664,0.506985606985607,0.4722222222222221,0.6683798669758522,0.0,0.3333333333333333,0.3333333333333333,226.08333333333337,11.416666666666666,0.7402777777777777,120.41666666666669,7.5,29.25,0.1260484231484702,9.833333333333334,61.333333333333336,346.5,0.6666666666666666,7.075,5.658333333333334,4.166666666666667,19.75,8.333333333333334,76.75,0.4165204008954009,0.3194444444444445,0.6314523174777258,0.0833333333333333,0.1666666666666666,0.5833333333333334,224.66666666666663,11.666666666666666,0.5680555555555555,119.41666666666669,6.75,26.25,0.1780753968253967,11.0,63.5,344.0833333333333,0.75,6.05,5.3999999999999995,4.508333333333334
Lions,Rams,20.333333333333332,6.25,46.083333333333336,0.3913186894804542,0.375,0.6962866771436751,0.0833333333333333,0.25,0.3333333333333333,246.41666666666663,12.166666666666666,0.6214285714285714,143.33333333333334,7.25,27.583333333333332,0.1113884907363168,11.166666666666666,60.916666666666664,389.75,0.5833333333333334,7.516666666666667,6.375,5.258333333333334,23.416666666666668,4.166666666666667,33.0,0.3718644781144781,0.5277777777777778,0.6592349325817548,0.0833333333333333,0.5,0.3333333333333333,251.33333333333337,13.333333333333334,0.6847222222222222,128.25,7.833333333333333,26.75,0.0938852813852813,10.5,61.583333333333336,379.5833333333333,0.8333333333333334,7.133333333333333,6.141666666666667,4.808333333333334
Panthers,Saints,19.5,5.583333333333333,44.0,0.3455251039809863,0.7027777777777778,0.6504373113317079,0.1666666666666666,0.5,0.6666666666666666,189.33333333333337,10.833333333333334,0.4875,126.5,6.916666666666667,28.75,0.1264536810067662,9.916666666666666,61.583333333333336,315.8333333333333,1.1666666666666667,5.7250000000000005,5.075,4.325,18.0,6.75,49.916666666666664,0.3728978605816841,0.2555555555555555,0.6708090384124422,0.1666666666666666,0.75,0.9166666666666666,198.66666666666663,9.916666666666666,0.4444444444444444,93.33333333333331,6.083333333333333,26.166666666666668,0.1639817939508167,10.333333333333334,62.333333333333336,292.0,1.6666666666666667,5.733333333333333,4.783333333333333,3.4916666666666667
Titans,49ers,15.5,7.333333333333333,53.25,0.2988936444818797,0.3164682539682539,0.5934060419354538,0.25,0.6666666666666666,0.5833333333333334,169.58333333333334,9.583333333333334,0.4722222222222221,86.08333333333333,4.583333333333333,20.833333333333332,0.1374057220970206,10.583333333333334,58.75,255.66666666666663,1.25,4.425,4.333333333333333,4.075,21.5,4.833333333333333,36.5,0.4623123676432499,0.3194444444444444,0.6781830776071333,0.0,0.4166666666666667,0.9166666666666666,240.75,13.25,0.6791666666666667,96.83333333333331,6.916666666666667,27.5,0.1900287892934951,10.333333333333334,63.666666666666664,337.5833333333333,1.3333333333333333,6.641666666666667,5.325,3.5666666666666664
Colts,Seahawks,21.416666666666668,6.583333333333333,53.333333333333336,0.4131715506715506,0.4583333333333333,0.6656913713248707,0.0833333333333333,0.5,0.75,235.5,12.0,0.6708333333333334,128.83333333333334,7.5,25.166666666666668,0.1070755889374387,10.333333333333334,59.416666666666664,364.3333333333333,1.25,6.966666666666666,6.141666666666667,4.966666666666667,20.583333333333332,6.416666666666667,52.0,0.4114513958263958,0.375,0.6880156823477902,0.5,0.75,1.0,243.08333333333337,11.166666666666666,0.6222222222222222,120.66666666666669,7.083333333333333,29.916666666666668,0.1095294955589073,11.083333333333334,59.166666666666664,363.75,1.75,8.816666666666666,6.2749999999999995,4.125
Vikings,Cowboys,17.25,7.0,57.416666666666664,0.3202861952861953,0.4638888888888888,0.6068295797933356,0.1666666666666666,0.5833333333333334,1.5,174.58333333333334,9.75,0.5333333333333333,102.91666666666669,5.666666666666667,22.166666666666668,0.1729041933537547,10.833333333333334,56.666666666666664,277.5,2.0833333333333335,4.908333333333333,4.791666666666667,4.558333333333334,23.5,8.083333333333334,67.75,0.4168841575091575,0.5833333333333334,0.692467617496479,0.1666666666666666,0.5,0.9166666666666666,282.75,14.5,0.576388888888889,119.5,6.5,26.416666666666668,0.2460142390289449,10.833333333333334,66.5,402.25,1.4166666666666667,7.216666666666666,6.075,4.5249999999999995
Dolphins,Steelers,18.166666666666668,6.0,51.333333333333336,0.3453574203574203,0.3888888888888889,0.6718719023763472,0.0833333333333333,0.25,1.0,181.91666666666663,10.25,0.5319444444444444,130.5,6.916666666666667,26.75,0.1153903793052968,10.416666666666666,57.416666666666664,312.4166666666667,1.25,6.008333333333333,5.483333333333333,4.708333333333333,16.5,6.333333333333333,48.666666666666664,0.3957782957782957,0.3611111111111111,0.6586303935914116,0.25,0.4166666666666667,0.75,193.33333333333337,8.166666666666666,0.6375000000000001,92.25,6.5,23.333333333333332,0.1020448165668753,10.5,55.333333333333336,285.5833333333333,1.1666666666666667,6.091666666666666,5.141666666666667,3.9416666666666664
