team1,team2,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush,team2_1st_downs,team2_numberpenalties,team2_penaltyyards,team2_3rd_down_efficiency,team2_4th_down_efficiency,team2_comp/att,team2_defensive_/_special_teams_tds,team2_fumbles_lost,team2_interceptions_thrown,team2_passing,team2_passing_1st_downs,team2_red_zone_(made-att),team2_rushing,team2_rushing_1st_downs,team2_rushing_attempts,team2_sacks-yards_lost,team2_total_drives,team2_total_plays,team2_total_yards,team2_turnovers,team2_yards_per_pass,team2_yards_per_play,team2_yards_per_rush
Cowboys,Lions,23.25,7.833333333333333,64.91666666666667,0.4365811272061272,0.5,0.688973666724681,0.1666666666666666,0.5,0.75,271.25,13.833333333333334,0.6041666666666666,121.83333333333331,6.5,26.25,0.2376809056956115,10.583333333333334,64.83333333333333,393.0833333333333,1.25,7.1499999999999995,6.075,4.658333333333333,20.0,6.166666666666667,45.25,0.3878464672582319,0.4375,0.7012514835790697,0.0833333333333333,0.25,0.4166666666666667,238.16666666666663,12.416666666666666,0.575595238095238,138.08333333333334,6.75,27.583333333333332,0.1163884907363168,10.916666666666666,61.583333333333336,376.25,0.6666666666666666,7.2,6.091666666666666,5.016666666666667
Titans,Browns,15.0,7.5,57.083333333333336,0.2813866416807593,0.3164682539682539,0.5874536609830727,0.25,0.8333333333333334,0.5,165.75,9.5,0.3888888888888888,76.66666666666667,4.166666666666667,19.666666666666668,0.1381464628377613,10.5,58.0,242.41666666666663,1.3333333333333333,4.266666666666667,4.1499999999999995,3.9166666666666665,16.083333333333332,6.666666666666667,53.333333333333336,0.3010289206980383,0.3611111111111111,0.5772119662744662,0.1666666666666666,0.4166666666666667,0.8333333333333334,159.58333333333334,7.75,0.4861111111111111,98.5,6.166666666666667,25.416666666666668,0.1632951740199286,11.5,62.0,258.0833333333333,1.25,4.6000000000000005,4.183333333333333,3.908333333333333
Seahawks,Falcons,20.083333333333332,6.25,49.5,0.3979898573648573,0.375,0.6904311412849883,0.4166666666666667,0.9166666666666666,0.9166666666666666,235.58333333333337,10.75,0.6083333333333333,116.91666666666669,7.083333333333333,29.916666666666668,0.1175423160717278,11.0,58.5,352.5,1.8333333333333333,8.708333333333334,6.133333333333333,3.975,19.583333333333332,5.416666666666667,44.5,0.3153846153846154,0.3263888888888889,0.6174654460523231,0.0,0.5833333333333334,0.3333333333333333,210.75,10.75,0.6,123.91666666666669,7.0,27.5,0.131899881164587,11.0,61.083333333333336,334.6666666666667,0.9166666666666666,6.375,5.441666666666666,4.391666666666667
Colts,Jaguars,22.0,6.5,53.333333333333336,0.4066058941058941,0.5416666666666666,0.6756690213887276,0.0833333333333333,0.4166666666666667,0.5833333333333334,241.0,12.166666666666666,0.6708333333333334,134.41666666666666,8.0,26.333333333333332,0.1061496630115127,9.916666666666666,60.0,375.4166666666667,1.0,7.25,6.266666666666667,5.008333333333334,20.583333333333332,8.666666666666666,71.75,0.3638145419395419,0.4944444444444444,0.6062015975077845,0.25,0.25,0.9166666666666666,202.75,10.75,0.5291666666666667,123.25,7.5,29.166666666666668,0.1262855180666713,11.083333333333334,64.75,326.0,1.1666666666666667,5.866666666666667,5.05,4.208333333333333
Commanders,Vikings,19.583333333333332,6.916666666666667,56.5,0.3813624284212519,0.5277777777777778,0.6417120533787201,0.0833333333333333,0.5833333333333334,0.6666666666666666,198.66666666666663,9.75,0.7597222222222223,138.91666666666666,7.5,28.416666666666668,0.200750407000407,9.833333333333334,60.666666666666664,337.5833333333333,1.25,6.425,5.608333333333333,4.8,16.333333333333332,7.416666666666667,59.583333333333336,0.2956649831649831,0.3805555555555555,0.6030252319672487,0.1666666666666666,0.5833333333333334,1.5833333333333333,173.16666666666666,9.083333333333334,0.5055555555555555,99.41666666666669,5.333333333333333,21.5,0.1729041933537547,11.25,55.666666666666664,272.5833333333333,2.1666666666666665,4.925,4.8,4.541666666666667
Bengals,Bills,19.416666666666668,5.583333333333333,40.416666666666664,0.392473851684378,0.4305555555555556,0.6124097447872078,0.1666666666666666,0.5,1.0,224.83333333333337,11.333333333333334,0.6027777777777777,88.5,5.666666666666667,20.583333333333332,0.1544998860788334,10.833333333333334,60.75,313.3333333333333,1.5,5.383333333333333,5.058333333333334,4.216666666666667,22.0,6.75,55.166666666666664,0.4448608104858105,0.3833333333333333,0.6881029171062997,0.1666666666666666,0.5833333333333334,0.8333333333333334,225.33333333333337,11.583333333333334,0.5595238095238095,155.66666666666666,8.333333333333334,31.333333333333332,0.2130280010554946,10.5,63.333333333333336,381.0,1.4166666666666667,7.058333333333334,6.05,4.958333333333333
Saints,Buccaneers,18.416666666666668,7.0,50.5,0.364780977464801,0.2972222222222222,0.6655554152240363,0.1666666666666666,0.75,0.8333333333333334,205.91666666666663,10.166666666666666,0.4097222222222221,90.66666666666669,5.916666666666667,25.333333333333332,0.1670011176223143,10.25,63.5,296.5833333333333,1.5833333333333333,5.658333333333334,4.7749999999999995,3.5416666666666665,18.583333333333332,5.416666666666667,43.083333333333336,0.3962954937219642,0.4527777777777778,0.6302236640990905,0.1666666666666666,0.3333333333333333,0.4166666666666667,206.33333333333337,9.916666666666666,0.5027777777777778,109.83333333333331,6.583333333333333,26.666666666666668,0.13994461420932,11.166666666666666,62.333333333333336,316.1666666666667,0.75,6.0249999999999995,5.1000000000000005,4.05
Steelers,Ravens,17.0,6.083333333333333,48.083333333333336,0.3933973433973434,0.2777777777777778,0.6633689556829149,0.25,0.4166666666666667,0.75,187.83333333333337,8.75,0.6791666666666667,93.83333333333331,6.333333333333333,23.583333333333332,0.1148653293873882,10.583333333333334,55.583333333333336,281.6666666666667,1.1666666666666667,5.925,5.041666666666667,4.0,18.083333333333332,5.833333333333333,45.5,0.3732268956533662,0.5069444444444444,0.6628867942570839,0.0833333333333333,0.8333333333333334,0.6666666666666666,180.5,8.833333333333334,0.4694444444444444,136.75,7.583333333333333,27.5,0.1787301315833924,10.916666666666666,56.75,317.25,1.5,6.408333333333334,5.666666666666667,5.033333333333333
Dolphins,Jets,17.25,5.833333333333333,48.083333333333336,0.3703574203574203,0.4305555555555556,0.6713598696062498,0.0833333333333333,0.3333333333333333,1.1666666666666667,183.08333333333337,10.333333333333334,0.5319444444444444,117.08333333333331,6.0,24.333333333333332,0.1242044818693994,9.916666666666666,56.0,300.1666666666667,1.5,5.883333333333333,5.391666666666667,4.766666666666667,17.166666666666668,6.833333333333333,56.75,0.3638858826358826,0.4027777777777777,0.6075842099392824,0.25,0.75,0.4166666666666667,146.83333333333334,8.333333333333334,0.4458333333333333,133.66666666666666,7.583333333333333,28.0,0.1456348548032499,10.916666666666666,59.416666666666664,280.5,1.1666666666666667,4.625,4.633333333333334,4.75
Broncos,Raiders,19.166666666666668,8.166666666666666,76.33333333333333,0.4012426231176231,0.2916666666666667,0.6155531946707083,0.0,0.3333333333333333,0.75,221.5,11.25,0.5402777777777777,119.33333333333331,6.25,26.166666666666668,0.1551587301587301,11.583333333333334,63.416666666666664,340.8333333333333,1.0833333333333333,5.966666666666666,5.366666666666667,4.516666666666667,16.25,7.166666666666667,58.416666666666664,0.340319076348488,0.3472222222222221,0.6774640725573519,0.0,0.25,1.1666666666666667,184.08333333333337,10.416666666666666,0.5763888888888888,75.41666666666667,4.083333333333333,22.083333333333332,0.1372052780854958,11.083333333333334,57.5,259.5,1.4166666666666667,5.2749999999999995,4.491666666666666,3.1999999999999997
