team1,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush
49ers,21.692307692307693,5.153846153846154,38.38461538461539,0.4652114162860769,0.37179487179487175,0.6831580057032878,0.0,0.38461538461538464,1.0,242.6153846153846,13.384615384615385,0.6576923076923078,98.53846153846153,6.923076923076923,28.153846153846153,0.18182144652732884,10.384615384615385,64.3076923076923,341.15384615384613,1.3846153846153846,6.699999999999999,5.323076923076924,3.5461538461538464
Bears,21.166666666666668,7.583333333333333,63.25,0.4275479082464377,0.46527777777777773,0.5829819904230068,0.08333333333333333,0.3333333333333333,0.4166666666666667,220.41666666666666,10.833333333333334,0.625,153.83333333333334,9.0,31.166666666666668,0.1253564323607427,11.416666666666666,66.25,374.25,0.75,6.375,5.675,4.816666666666666
Bengals,19.416666666666668,5.583333333333333,40.416666666666664,0.392473851684378,0.4305555555555556,0.6124097447872078,0.16666666666666666,0.5,1.0,224.83333333333334,11.333333333333334,0.6027777777777777,88.5,5.666666666666667,20.583333333333332,0.1544998860788334,10.833333333333334,60.75,313.3333333333333,1.5,5.383333333333333,5.058333333333334,4.216666666666667
Bills,22.0,6.75,55.166666666666664,0.4448608104858105,0.3833333333333333,0.6881029171062997,0.16666666666666666,0.5833333333333334,0.8333333333333334,225.33333333333334,11.583333333333334,0.5595238095238095,155.66666666666666,8.333333333333334,31.333333333333332,0.21302800105549466,10.5,63.333333333333336,381.0,1.4166666666666667,7.058333333333334,6.05,4.958333333333333
Broncos,19.166666666666668,8.166666666666666,76.33333333333333,0.4012426231176231,0.2916666666666667,0.6155531946707083,0.0,0.3333333333333333,0.75,221.5,11.25,0.5402777777777777,119.33333333333333,6.25,26.166666666666668,0.15515873015873013,11.583333333333334,63.416666666666664,340.8333333333333,1.0833333333333333,5.966666666666666,5.366666666666667,4.516666666666667
Browns,16.083333333333332,6.666666666666667,53.333333333333336,0.3010289206980383,0.3611111111111111,0.5772119662744662,0.16666666666666666,0.4166666666666667,0.8333333333333334,159.58333333333334,7.75,0.4861111111111111,98.5,6.166666666666667,25.416666666666668,0.1632951740199286,11.5,62.0,258.0833333333333,1.25,4.6000000000000005,4.183333333333333,3.908333333333333
Buccaneers,18.583333333333332,5.416666666666667,43.083333333333336,0.39629549372196426,0.4527777777777778,0.6302236640990905,0.16666666666666666,0.3333333333333333,0.4166666666666667,206.33333333333334,9.916666666666666,0.5027777777777778,109.83333333333333,6.583333333333333,26.666666666666668,0.13994461420932008,11.166666666666666,62.333333333333336,316.1666666666667,0.75,6.0249999999999995,5.1000000000000005,4.05
Cardinals,20.666666666666668,7.416666666666667,54.666666666666664,0.42817460317460315,0.3111111111111111,0.6761622000240787,0.16666666666666666,0.6666666666666666,0.5833333333333334,236.66666666666666,13.0,0.5916666666666667,100.58333333333333,5.833333333333333,23.333333333333332,0.1402906793895166,10.333333333333334,65.58333333333333,337.25,1.25,5.616666666666667,5.166666666666667,4.258333333333334
Chargers,20.333333333333332,6.666666666666667,49.833333333333336,0.47567601924219566,0.4236111111111111,0.6693597348963557,0.0,0.3333333333333333,0.8333333333333334,224.66666666666666,11.5,0.45575396825396824,122.08333333333333,7.083333333333333,26.916666666666668,0.2524871185893925,10.083333333333334,64.33333333333333,346.75,1.1666666666666667,6.05,5.366666666666667,4.741666666666666
Chiefs,23.0,7.166666666666667,62.75,0.4125165343915344,0.625,0.6457255813725714,0.0,0.08333333333333333,0.5833333333333334,256.5,13.083333333333334,0.6263888888888889,118.33333333333333,8.166666666666666,26.916666666666668,0.1960360593512767,9.5,65.91666666666667,374.8333333333333,0.6666666666666666,6.608333333333333,5.7,4.575
